label,text,clean_text,clean_text_tok
5.0,Yes you did! What was it?,yes,['yes']
5.0,I dont know. Ooh! Ooh! Look it!  Ah-ha!,dont know ooh ooh look ah ha,"['dont', 'know', 'ooh', 'ooh', 'look', 'ah', 'ha']"
5.0,I won a trip to las vegas.,trip la vega,"['trip', 'la', 'vega']"
5.0,Wow!,wow,['wow']
5.0,Are you serious?,serious,['serious']
5.0,What?  Ow!,ow,['ow']
5.0,I was surprised when my brother got me a present last week. It was nice,surprised brother get present last week nice,"['surprised', 'brother', 'get', 'present', 'last', 'week', 'nice']"
5.0,!,,[]
5.0,"Oh, its you. I see you everywhere. Im Jim, Jim Nelson.",oh see everywhere im jim jim nelson,"['oh', 'see', 'everywhere', 'im', 'jim', 'jim', 'nelson']"
5.0,I didn't know the show POWER was going to be so good!,know show power go good,"['know', 'show', 'power', 'go', 'good']"
5.0,Wow! How do you know how to do that?!,wow know,"['wow', 'know']"
5.0,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,feel overwhelmed responsibility teacher someone trust precious gift honor,"['feel', 'overwhelmed', 'responsibility', 'teacher', 'someone', 'trust', 'precious', 'gift', 'honor']"
5.0,"Oh my God! Phoebe look, its Ross and that girl.",oh god phoebe look ross girl,"['oh', 'god', 'phoebe', 'look', 'ross', 'girl']"
5.0,I was shocked when my dad got me a laptop. It was for school,shock dad get laptop school,"['shock', 'dad', 'get', 'laptop', 'school']"
5.0,i remember feeling shocked that he had called me religious,remember feeling shock call religious,"['remember', 'feeling', 'shock', 'call', 'religious']"
5.0,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh!,mean whenever monica chandler like know laundry go grocery shopping oroh,"['mean', 'whenever', 'monica', 'chandler', 'like', 'know', 'laundry', 'go', 'grocery', 'shopping', 'oroh']"
5.0,"Oww!!!! Joey, she just kicked me.",oww joey kick,"['oww', 'joey', 'kick']"
5.0,i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,okay still little feel brother amaze like mihm go get playing time,"['okay', 'still', 'little', 'feel', 'brother', 'amaze', 'like', 'mihm', 'go', 'get', 'playing', 'time']"
5.0,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,think roll guess already kinda feel one perform yet word street suppose surprised performance lil wayne nikki minaj drake would dope,"['think', 'roll', 'guess', 'already', 'kinda', 'feel', 'one', 'perform', 'yet', 'word', 'street', 'suppose', 'surprised', 'performance', 'lil', 'wayne', 'nikki', 'minaj', 'drake', 'would', 'dope']"
5.0,i am currently feeling i wouldnt surprised if its flipped again,currently feel wouldnt surprise flip,"['currently', 'feel', 'wouldnt', 'surprise', 'flip']"
5.0,I can't believe my daughter learned to play the ukelele all on her own,believe daughter learn play ukelele,"['believe', 'daughter', 'learn', 'play', 'ukelele']"
5.0,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,always want nemo side sleep without feel weird even though doesnt happen often get,"['always', 'want', 'nemo', 'side', 'sleep', 'without', 'feel', 'weird', 'even', 'though', 'doesnt', 'happen', 'often', 'get']"
5.0,Friends threw me a surprise birthday party. I was so happy and shocked.,friend throw surprise birthday party happy shock,"['friend', 'throw', 'surprise', 'birthday', 'party', 'happy', 'shock']"
5.0,Someone who was working with me today did not seem to understand the task. However they continued to not read what I was writing but wanted their questions answered by repetitively asking them.,someone work today seem understand task however continue read writing want question answer repetitively ask,"['someone', 'work', 'today', 'seem', 'understand', 'task', 'however', 'continue', 'read', 'writing', 'want', 'question', 'answer', 'repetitively', 'ask']"
5.0,i can recall feelings of the time we were in coolum whilst laying in my own bed the other day and it s funny how he s calling me and we are speaking everyday now,recall feeling time coolum whilst lay bed day funny call speaking everyday,"['recall', 'feeling', 'time', 'coolum', 'whilst', 'lay', 'bed', 'day', 'funny', 'call', 'speaking', 'everyday']"
5.0,I just got approval for a home loan!,get approval home loan,"['get', 'approval', 'home', 'loan']"
5.0,i can look at a stack of twenty five term papers and not feel overwhelmed,look stack twenty five term paper feel overwhelmed,"['look', 'stack', 'twenty', 'five', 'term', 'paper', 'feel', 'overwhelmed']"
5.0,Really?,really,['really']
5.0,"Oh, really.",oh really,"['oh', 'really']"
5.0,"Wow, oh, it looks like Ross is breaking up with her.",wow oh look like ross breaking,"['wow', 'oh', 'look', 'like', 'ross', 'breaking']"
5.0,Hey!,hey,['hey']
5.0,Oh my God!,oh god,"['oh', 'god']"
5.0,I was a little shocked when a storm came through recently a it hailed and damaged my vehicle a little! Luckily I have insurance at least..,little shocked storm come recently hail damage vehicle little luckily insurance least,"['little', 'shocked', 'storm', 'come', 'recently', 'hail', 'damage', 'vehicle', 'little', 'luckily', 'insurance', 'least']"
5.0,im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any,im feel extraordinarily daze bewilder arvo particular reason muscle hurt even though dont actually,"['im', 'feel', 'extraordinarily', 'daze', 'bewilder', 'arvo', 'particular', 'reason', 'muscle', 'hurt', 'even', 'though', 'dont', 'actually']"
5.0,I was a little shocked when I found out I had made $100 in one day without trying_comma_,little shock find make one day without try,"['little', 'shock', 'find', 'make', 'one', 'day', 'without', 'try']"
5.0,i feel like i should say something but im shocked into silence,feel like say something im shock silence,"['feel', 'like', 'say', 'something', 'im', 'shock', 'silence']"
5.0,What?!,,[]
5.0,Joey!,joey,['joey']
5.0,i feel your prick every night when you re dreaming about me and i she paused dramatically i am not impressed,feel prick every night dream pause dramatically impressed,"['feel', 'prick', 'every', 'night', 'dream', 'pause', 'dramatically', 'impressed']"
5.0,"Wha, heh, how could you know, I don't even know!",wha heh could know even know,"['wha', 'heh', 'could', 'know', 'even', 'know']"
5.0,im feeling so overwhelmed,im feeling overwhelm,"['im', 'feeling', 'overwhelm']"
5.0,i fight for him when i feel it is just he said and alexander s gaze seemed to turn curious,fight feel say alexander gaze seem turn curious,"['fight', 'feel', 'say', 'alexander', 'gaze', 'seem', 'turn', 'curious']"
5.0,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",serious chandler ate entire cheesecake two day ago want,"['serious', 'chandler', 'ate', 'entire', 'cheesecake', 'two', 'day', 'ago', 'want']"
5.0,Hey! What's she doing back here?,hey back,"['hey', 'back']"
5.0,Oh! I knew it! What happened?,oh knew happen,"['oh', 'knew', 'happen']"
5.0,I was going to have dinner with my family_comma_ but we're on the highway to New York it seems.,go dinner family highway new york seem,"['go', 'dinner', 'family', 'highway', 'new', 'york', 'seem']"
5.0,I got a letter from a friend. They said they are moving back to town,get letter friend say move back town,"['get', 'letter', 'friend', 'say', 'move', 'back', 'town']"
5.0,"Wow! Sorry. So uh, how are the new people?",wow sorry uh new people,"['wow', 'sorry', 'uh', 'new', 'people']"
5.0,i looked back at her feeling myself desperately curious,look back feel desperately curious,"['look', 'back', 'feel', 'desperately', 'curious']"
5.0,i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by,feel overwhelmed daily responsibility expectation family job demand time physical tiredness feeling burden overtake financial hardship,"['feel', 'overwhelmed', 'daily', 'responsibility', 'expectation', 'family', 'job', 'demand', 'time', 'physical', 'tiredness', 'feeling', 'burden', 'overtake', 'financial', 'hardship']"
5.0,Went fishing this weekend,go fish weekend,"['go', 'fish', 'weekend']"
5.0,im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,im old enough graduation yk feel like yesterday find bit stunned,"['im', 'old', 'enough', 'graduation', 'yk', 'feel', 'like', 'yesterday', 'find', 'bit', 'stunned']"
5.0,i was feeling strange downstairs i could still feel the dull sensation of the contractions but the nurse said she didnt want to check me for about an hour,feel strange downstairs could still feel dull sensation contraction nurse say didnt want check hour,"['feel', 'strange', 'downstairs', 'could', 'still', 'feel', 'dull', 'sensation', 'contraction', 'nurse', 'say', 'didnt', 'want', 'check', 'hour']"
5.0,I got a call this morning letting me know I won a new rifle in a raffle I entered.,get call morning let know new rifle raffle enter,"['get', 'call', 'morning', 'let', 'know', 'new', 'rifle', 'raffle', 'enter']"
5.0,when i was pregnant with my 1st child_comma_ the girls at work threw me a secret baby shower.,pregnant st child girl work threw secret baby shower,"['pregnant', 'st', 'child', 'girl', 'work', 'threw', 'secret', 'baby', 'shower']"
5.0,He does?,,[]
5.0,What?,,[]
5.0,I know!,know,['know']
5.0,i feel surprised and disturbed actually,feel surprise disturb actually,"['feel', 'surprise', 'disturb', 'actually']"
5.0,i am feeling a curious sense of relief a lightness that i never thought possible back when sex seemed to be the most desirable of desires and the ultimate act of self validation,feel curious sense relief lightness never think possible back sex seem desirable desire ultimate act self validation,"['feel', 'curious', 'sense', 'relief', 'lightness', 'never', 'think', 'possible', 'back', 'sex', 'seem', 'desirable', 'desire', 'ultimate', 'act', 'self', 'validation']"
5.0,"Wow! Look at that, Chip Matthews called. I wonder what he wants?",wow look chip matthew call wonder want,"['wow', 'look', 'chip', 'matthew', 'call', 'wonder', 'want']"
5.0,"Oh, go on! You telling people about me?",oh go tell people,"['oh', 'go', 'tell', 'people']"
5.0,I bought a lottery ticket and won a prize. I never win so this was unexpected.,buy lottery ticket prize never win unexpected,"['buy', 'lottery', 'ticket', 'prize', 'never', 'win', 'unexpected']"
5.0,Was promoted at my place of work barely a month of joining the company,promoted place work barely month join company,"['promoted', 'place', 'work', 'barely', 'month', 'join', 'company']"
5.0,"Whew! Stood up to fast, got a little head rush.",whew stand fast get little head rush,"['whew', 'stand', 'fast', 'get', 'little', 'head', 'rush']"
5.0,I can't believe you'd rather go out with him than me.,believe rather go,"['believe', 'rather', 'go']"
5.0,I can't believe you married him.,believe marry,"['believe', 'marry']"
5.0,What?,,[]
5.0,Excuse me?,excuse,['excuse']
5.0,I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner.,really amaze see kid snowboard well last winter must say quick learner,"['really', 'amaze', 'see', 'kid', 'snowboard', 'well', 'last', 'winter', 'must', 'say', 'quick', 'learner']"
5.0,I got a random box of diapers the other day_comma_ the size and brand that my son wears. It was just delivered to my house and had no return address or anything. I don't know who sent them but it was very nice of them!,get random box diaper day size brand son wear deliver house return address anything know sent nice,"['get', 'random', 'box', 'diaper', 'day', 'size', 'brand', 'son', 'wear', 'deliver', 'house', 'return', 'address', 'anything', 'know', 'sent', 'nice']"
5.0,i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,remember feel book incredibly impressed knowing ill read,"['remember', 'feel', 'book', 'incredibly', 'impressed', 'knowing', 'ill', 'read']"
5.0,Why?,,[]
5.0,A friend sent me a gift box.,friend send gift box,"['friend', 'send', 'gift', 'box']"
5.0,"Oh hi, Mrs. Loreo, is Jennifer there?",oh hi mr loreo jennifer,"['oh', 'hi', 'mr', 'loreo', 'jennifer']"
5.0,Got asked to my boss' office. Thought I was getting bad news but turns out I was offered a promotion.,get ask bos office think get bad news turn offer promotion,"['get', 'ask', 'bos', 'office', 'think', 'get', 'bad', 'news', 'turn', 'offer', 'promotion']"
5.0,Huh?,huh,['huh']
5.0,"Oh, I cant believe this!",oh cant believe,"['oh', 'cant', 'believe']"
5.0,Wow! That was good. That was... Tweezers?,wow good tweezer,"['wow', 'good', 'tweezer']"
5.0,Brides magazines?,bride magazine,"['bride', 'magazine']"
5.0,i don t usually blog when i m feeling this way but i m actually curious to see if i can put it into words,usually blog feel way actually curious see put word,"['usually', 'blog', 'feel', 'way', 'actually', 'curious', 'see', 'put', 'word']"
5.0,I walked outside this morning and witnessed a six car pile up!,walk outside morning witness six car pile,"['walk', 'outside', 'morning', 'witness', 'six', 'car', 'pile']"
5.0,I unexpectedly received a parcel the other day,unexpectedly receive parcel day,"['unexpectedly', 'receive', 'parcel', 'day']"
5.0,Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?,come foot inflatable dog let loose city often happen,"['come', 'foot', 'inflatable', 'dog', 'let', 'loose', 'city', 'often', 'happen']"
5.0,What?! It is?!,,[]
5.0,I can't believe I won 50 bucks on the lottery ticket I just bought. Did not expect it.,believe buck lottery ticket buy expect,"['believe', 'buck', 'lottery', 'ticket', 'buy', 'expect']"
5.0,I put on a pair of shorts I havent worn in a while and I found $20. That never happens to me.,put pair short havent worn find never happens,"['put', 'pair', 'short', 'havent', 'worn', 'find', 'never', 'happens']"
5.0,For my last birthday I told my husband I didn't want a gift but he got me a laptop... I was very happy!,last birthday tell husband want gift get laptop happy,"['last', 'birthday', 'tell', 'husband', 'want', 'gift', 'get', 'laptop', 'happy']"
5.0,Youre our age!,youre age,"['youre', 'age']"
5.0,Really?!,really,['really']
5.0,i feel weird tonight,feel weird tonight,"['feel', 'weird', 'tonight']"
5.0,Well usually...yeah!,well usually yeah,"['well', 'usually', 'yeah']"
5.0,"It took you that long to figure it out, huh?",take long figure huh,"['take', 'long', 'figure', 'huh']"
5.0,A friend of mine recently got married. I hadn't even know he was engaged!,friend mine recently get married even know engage,"['friend', 'mine', 'recently', 'get', 'married', 'even', 'know', 'engage']"
5.0,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,dont know start feel weird pressure largely silent audience falsely inflated sense importance express ever articulate opinion say audience,"['dont', 'know', 'start', 'feel', 'weird', 'pressure', 'largely', 'silent', 'audience', 'falsely', 'inflated', 'sense', 'importance', 'express', 'ever', 'articulate', 'opinion', 'say', 'audience']"
5.0,I am shocked at how fast my hair is growing these days,shock fast hair grow day,"['shock', 'fast', 'hair', 'grow', 'day']"
5.0,Oh no! An asteroid!,oh asteroid,"['oh', 'asteroid']"
5.0,Ohhhhhhhhhhh!!!!!!!,ohhhhhhhhhhh,['ohhhhhhhhhhh']
5.0,i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,keep think awesome would feel afterwards remember amaze felt emotional spin class previous night,"['keep', 'think', 'awesome', 'would', 'feel', 'afterwards', 'remember', 'amaze', 'felt', 'emotional', 'spin', 'class', 'previous', 'night']"
5.0,I know!,know,['know']
5.0,"Monica, why have you brought me here of all places?!",monica bring place,"['monica', 'bring', 'place']"
5.0,Aliens landed in my back yard,alien land back yard,"['alien', 'land', 'back', 'yard']"
5.0,What?!,,[]
5.0,I got a friend request on facebook last week from this person that I knew I recognized but couldnt remember exactly where I had met them. After thinking and looking at older photos of the person on their page I realized it was a good friend I met on a cruise some 15 years ago that I enjoyed spending the short time with. I cant believe he remembered my name.,get friend request facebook last week person know recognize couldnt remember exactly meet think look old photo person page realize good friend meet cruise year ago enjoy spend short time cant believe remember name,"['get', 'friend', 'request', 'facebook', 'last', 'week', 'person', 'know', 'recognize', 'couldnt', 'remember', 'exactly', 'meet', 'think', 'look', 'old', 'photo', 'person', 'page', 'realize', 'good', 'friend', 'meet', 'cruise', 'year', 'ago', 'enjoy', 'spend', 'short', 'time', 'cant', 'believe', 'remember', 'name']"
5.0,Hello?   Its the deli again!,hello deli,"['hello', 'deli']"
5.0,I was at the grocery store and there was a HUGE sale on oreos! They were $1.5!,grocery store huge sale oreo,"['grocery', 'store', 'huge', 'sale', 'oreo']"
5.0,I can't believe game of thrones is ending. I thought it would come on forever like the simpsons.,believe game throne end thought would come forever like simpson,"['believe', 'game', 'throne', 'end', 'thought', 'would', 'come', 'forever', 'like', 'simpson']"
5.0,i wonder why i feel surprised that things are different than i expected,wonder feel surprise thing different expect,"['wonder', 'feel', 'surprise', 'thing', 'different', 'expect']"
5.0,to see a new car in my yard,see new car yard,"['see', 'new', 'car', 'yard']"
5.0,i feel about strange brew,feel strange brew,"['feel', 'strange', 'brew']"
5.0,"Oh come on, she wants to snuggle now!",oh come want snuggle,"['oh', 'come', 'want', 'snuggle']"
5.0,Whoa!,whoa,['whoa']
5.0,"Oh, what was that for? Like a bake sale?",oh like bake sale,"['oh', 'like', 'bake', 'sale']"
5.0,i feel amazed at the world,feel amazed world,"['feel', 'amazed', 'world']"
5.0,Oh!,oh,['oh']
5.0,My workplace shocked with with a cake for my birthday.,workplace shock cake birthday,"['workplace', 'shock', 'cake', 'birthday']"
5.0,I am astonish by Trump.,astonish trump,"['astonish', 'trump']"
5.0,the amount of deaths in mexico is shocking,amount death mexico shock,"['amount', 'death', 'mexico', 'shock']"
5.0,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,feel stranger strange land raise son place father ancestral home,"['feel', 'stranger', 'strange', 'land', 'raise', 'son', 'place', 'father', 'ancestral', 'home']"
5.0,Huh? Whatd ya say Joe? Ill be right there.,huh whatd ya say joe ill right,"['huh', 'whatd', 'ya', 'say', 'joe', 'ill', 'right']"
5.0,I haven't seen my friend in 4 years_comma_ and she was at my doorstep yesterday.,see friend year doorstep yesterday,"['see', 'friend', 'year', 'doorstep', 'yesterday']"
5.0,Really?!,really,['really']
5.0,Phoebe!,phoebe,['phoebe']
5.0,"Ahh, Gepeto, $5,000 dollars? Are you insane?",ahh gepeto dollar insane,"['ahh', 'gepeto', 'dollar', 'insane']"
5.0,Youre Erwins daughter?!,youre erwins daughter,"['youre', 'erwins', 'daughter']"
5.0,Eh-whExcuse me?,eh whexcuse,"['eh', 'whexcuse']"
5.0,i always find the way to feel and be impressed,always find way feel impress,"['always', 'find', 'way', 'feel', 'impress']"
5.0,I received a parcel the other day that I wasn't expecting,receive parcel day expect,"['receive', 'parcel', 'day', 'expect']"
5.0,i feel funny cause bonka neva thanked me fa his awards,feel funny cause bonka neva thank fa award,"['feel', 'funny', 'cause', 'bonka', 'neva', 'thank', 'fa', 'award']"
5.0,I can't believe there are so any good shows on television,believe good show television,"['believe', 'good', 'show', 'television']"
5.0,My mom used to put one of my christmas presents in something like a poptart box as a prank every year. Last year_comma_ the prank was that it was really poptarts in the box.,mom use put one christmas present something like poptart box prank every year last year prank really poptarts box,"['mom', 'use', 'put', 'one', 'christmas', 'present', 'something', 'like', 'poptart', 'box', 'prank', 'every', 'year', 'last', 'year', 'prank', 'really', 'poptarts', 'box']"
5.0,Oh my God!!! What are you doing?!!,oh god,"['oh', 'god']"
5.0,Hey-Hey-Hey! Who was that?,hey hey hey,"['hey', 'hey', 'hey']"
5.0,What the heck is that?,heck,['heck']
5.0,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",ok thanks pheebs oh god never taste,"['ok', 'thanks', 'pheebs', 'oh', 'god', 'never', 'taste']"
5.0,You cook naked?,cook naked,"['cook', 'naked']"
5.0,My friend gave me flowers and chocolate,friend give flower chocolate,"['friend', 'give', 'flower', 'chocolate']"
5.0,Bob    had babies!,bob baby,"['bob', 'baby']"
5.0,im still feeling a bit stunned by an experience i had tonight while watching a movie,im still feel bit stunned experience tonight watch movie,"['im', 'still', 'feel', 'bit', 'stunned', 'experience', 'tonight', 'watch', 'movie']"
5.0,i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,post reached someone facebook use think one best friend make feel shock frustrated,"['post', 'reached', 'someone', 'facebook', 'use', 'think', 'one', 'best', 'friend', 'make', 'feel', 'shock', 'frustrated']"
5.0,Oww crushing bones!,oww crush bone,"['oww', 'crush', 'bone']"
5.0,When my dad got me a puppy. A big husky.,dad get puppy big husky,"['dad', 'get', 'puppy', 'big', 'husky']"
5.0,"Aww, like I could hurt you. Are you making fun of my size? Don't make fun of me because of my size!",aww like could hurt make fun size make fun size,"['aww', 'like', 'could', 'hurt', 'make', 'fun', 'size', 'make', 'fun', 'size']"
5.0,I was surprised that a British rider won the tour de france again.,surprised british rider tour de france,"['surprised', 'british', 'rider', 'tour', 'de', 'france']"
5.0,Wait! Did you say 'G.Stephanopoulos?',wait say g stephanopoulos,"['wait', 'say', 'g', 'stephanopoulos']"
5.0,i feel like amazing co screenwriter roberto orcis bizarre adoration of dubya the pampered bush son was responsible for this shit even though it was carried over from the amazing spider man which orci didnt co write,feel like amaze co screenwriter roberto orcis bizarre adoration dubya pamper bush son responsible shit even though carried amazing spider man orci didnt co write,"['feel', 'like', 'amaze', 'co', 'screenwriter', 'roberto', 'orcis', 'bizarre', 'adoration', 'dubya', 'pamper', 'bush', 'son', 'responsible', 'shit', 'even', 'though', 'carried', 'amazing', 'spider', 'man', 'orci', 'didnt', 'co', 'write']"
5.0,When my friends threw a party for my birthday.,friend throw party birthday,"['friend', 'throw', 'party', 'birthday']"
5.0,You don't trust him?,trust,['trust']
5.0,Ross!,ross,['ross']
5.0,I was taken back when sister called after long time. We had a big fight and never talked in years!!,take back sister call long time big fight never talk year,"['take', 'back', 'sister', 'call', 'long', 'time', 'big', 'fight', 'never', 'talk', 'year']"
5.0,Oh man!,oh man,"['oh', 'man']"
5.0,My dad had been stationed overseas and wasn't expected back for another 3 months. He showed up at the football game that I was cheering at. I was so shocked.,dad station overseas expect back another month show football game cheering shock,"['dad', 'station', 'overseas', 'expect', 'back', 'another', 'month', 'show', 'football', 'game', 'cheering', 'shock']"
5.0,i miss the feeling of feeling amazing,miss feel feeling amazing,"['miss', 'feel', 'feeling', 'amazing']"
5.0,I thought everyone forgot my birthday. No one wished me a happy birthday at work. Then I saw my coworkers gather around and start singing Happy Birthday. I was shocked that they remembered!,think everyone forget birthday one wish happy birthday work saw coworkers gather around start sing happy birthday shock remembered,"['think', 'everyone', 'forget', 'birthday', 'one', 'wish', 'happy', 'birthday', 'work', 'saw', 'coworkers', 'gather', 'around', 'start', 'sing', 'happy', 'birthday', 'shock', 'remembered']"
5.0,The other day I was watching a talk show and they started talking about how if you eat a big meal like dinner after 4 hours prior to going to bed_comma_ that it results in more rapid weight gain and hinders weight loss! I had never heard that before!,day watch talk show start talk eat big meal like dinner hour prior go bed result rapid weight gain hinders weight loss never hear,"['day', 'watch', 'talk', 'show', 'start', 'talk', 'eat', 'big', 'meal', 'like', 'dinner', 'hour', 'prior', 'go', 'bed', 'result', 'rapid', 'weight', 'gain', 'hinders', 'weight', 'loss', 'never', 'hear']"
5.0,I found a winning scratch off ticket on the side of the road!,find win scratch ticket side road,"['find', 'win', 'scratch', 'ticket', 'side', 'road']"
5.0,"And-and another one had never been to a party before, so",another one never party,"['another', 'one', 'never', 'party']"
5.0,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",wait small mediterranean guy curiously intelligent good look,"['wait', 'small', 'mediterranean', 'guy', 'curiously', 'intelligent', 'good', 'look']"
5.0,I can't believe how big my dog has gotten. 7 months ago_comma_ she was a small_comma_ clueless puppy but now she is a big one!,believe big dog gotten month ago small clueless puppy big one,"['believe', 'big', 'dog', 'gotten', 'month', 'ago', 'small', 'clueless', 'puppy', 'big', 'one']"
5.0,"Wow! Thats exciting, you went to Japan, made up a woman.",wow thats excite go japan make woman,"['wow', 'thats', 'excite', 'go', 'japan', 'make', 'woman']"
5.0,What are you talking about?,talk,['talk']
5.0,What do you mean this might be your only chance?,mean might chance,"['mean', 'might', 'chance']"
5.0,i feel curious and bewildered,feel curious bewilder,"['feel', 'curious', 'bewilder']"
5.0,Transcribers note: Oh come on!,transcriber note oh come,"['transcriber', 'note', 'oh', 'come']"
5.0,What? What happened to the window in the attic?!,happen window attic,"['happen', 'window', 'attic']"
5.0,i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,accidentally feel mood jump blogspot surprised view lol,"['accidentally', 'feel', 'mood', 'jump', 'blogspot', 'surprised', 'view', 'lol']"
5.0,I'm surprised with how clean the house was after I came home from my trip.  My wife is the best!,surprised clean house come home trip wife best,"['surprised', 'clean', 'house', 'come', 'home', 'trip', 'wife', 'best']"
5.0,i get that sick feeling like the one you get when you hear that someone passed away and youre shocked and lightheaded and i realize hes really gone forever,get sick feeling like one get hear someone pass away youre shock lightheaded realize he really go forever,"['get', 'sick', 'feeling', 'like', 'one', 'get', 'hear', 'someone', 'pass', 'away', 'youre', 'shock', 'lightheaded', 'realize', 'he', 'really', 'go', 'forever']"
5.0,Like what?,like,['like']
5.0,I was walking back home today_comma_ and I had to go through the front yard. The summer time means lots of rain_comma_ and so the grass gets a little tall. While I was walking through it_comma_ I stepped on a snake! I screamed like a little baby and jogged away really fast.,walk back home today go front yard summer time mean lot rain grass get little tall walking step snake scream like little baby jog away really fast,"['walk', 'back', 'home', 'today', 'go', 'front', 'yard', 'summer', 'time', 'mean', 'lot', 'rain', 'grass', 'get', 'little', 'tall', 'walking', 'step', 'snake', 'scream', 'like', 'little', 'baby', 'jog', 'away', 'really', 'fast']"
5.0,"I mean, why all the sudden are you so... Oh.",mean sudden oh,"['mean', 'sudden', 'oh']"
5.0,"Phoebs, It's open! It's open!",phoebs open open,"['phoebs', 'open', 'open']"
5.0,i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,enjoy read immensely feel strange book lack time read,"['enjoy', 'read', 'immensely', 'feel', 'strange', 'book', 'lack', 'time', 'read']"
5.0,I cant believe I still dont know what happened to the,cant believe still dont know happen,"['cant', 'believe', 'still', 'dont', 'know', 'happen']"
5.0,I woke up this morning to my wife telling me she was pregnant!,woke morning wife tell pregnant,"['woke', 'morning', 'wife', 'tell', 'pregnant']"
5.0,And all these people actually died?,people actually die,"['people', 'actually', 'die']"
5.0,i left feeling slightly dazed confused and disappointed,leave feel slightly daze confuse disappointed,"['leave', 'feel', 'slightly', 'daze', 'confuse', 'disappointed']"
5.0,?,,[]
5.0,"Oh, hey Rach! I thought we said seven?",oh hey rach think say seven,"['oh', 'hey', 'rach', 'think', 'say', 'seven']"
5.0,i didnt expect to get the day off today,didnt expect get day today,"['didnt', 'expect', 'get', 'day', 'today']"
5.0,"Hello?  Oh, hi Ross!  See? Other people call me!",hello oh hi ross see people call,"['hello', 'oh', 'hi', 'ross', 'see', 'people', 'call']"
5.0,"Ohh, how is he?",ohh,['ohh']
5.0,I really liked this girl that I matched with on Tinder and she seemed to really like me too. Then all of a sudden she ghosted me and it really shocked and made me sad too.,really liked girl match tinder seem really like sudden ghost really shock make sad,"['really', 'liked', 'girl', 'match', 'tinder', 'seem', 'really', 'like', 'sudden', 'ghost', 'really', 'shock', 'make', 'sad']"
5.0,One time I bought a five dollar lottery ticket. i didn't expect to win anything but I ended up winning five hundred dollars.,one time buy five dollar lottery ticket expect win anything end win five hundred dollar,"['one', 'time', 'buy', 'five', 'dollar', 'lottery', 'ticket', 'expect', 'win', 'anything', 'end', 'win', 'five', 'hundred', 'dollar']"
5.0,Well have we finished the scene?,well finish scene,"['well', 'finish', 'scene']"
5.0,My God!,god,['god']
5.0,"When? Today? Some, not a lot.",today lot,"['today', 'lot']"
5.0,i feel is strange rel bookmark november a href http eagleandhammer,feel strange rel bookmark november href http eagleandhammer,"['feel', 'strange', 'rel', 'bookmark', 'november', 'href', 'http', 'eagleandhammer']"
5.0,Oh really?! Then how come all your stuff is in this box?!,oh really come stuff box,"['oh', 'really', 'come', 'stuff', 'box']"
5.0,i feel curious about the subject matter,feel curious subject matter,"['feel', 'curious', 'subject', 'matter']"
5.0,What?,,[]
5.0,I met a South Korean living in Argentina. He spoke perfect Spanish. Turns out hes fleeing the draft.,meet south korean living argentina speak perfect spanish turn he flee draft,"['meet', 'south', 'korean', 'living', 'argentina', 'speak', 'perfect', 'spanish', 'turn', 'he', 'flee', 'draft']"
5.0,I won a  bet for $50 I had forgotten all about.,bet forget,"['bet', 'forget']"
5.0,What?,,[]
5.0,A few years ago_comma_ my best flew down from New York City to spend New Year's Eve with me in city_comma_ and I had no idea.,year ago best fly new york city spend new year eve city idea,"['year', 'ago', 'best', 'fly', 'new', 'york', 'city', 'spend', 'new', 'year', 'eve', 'city', 'idea']"
5.0,What? What kind of a regatta gala starts at night?!,kind regatta gala start night,"['kind', 'regatta', 'gala', 'start', 'night']"
